date,year,month,day,weekday,prize1,top3,top2,front3_1,front3_2,back3_1,back3_2,bottom2
2024-11-16,2024,11,16,เสาร์,187221,221,21,036,923,547,980,38
2024-12-01,2024,12,1,อาทิตย์,669843,843,43,559,626,098,654,61
2024-12-16,2024,12,16,จันทร์,097863,863,63,290,742,339,881,21
2025-01-02,2025,1,2,พฤหัสบดี,730209,209,09,065,446,297,376,51
2025-01-17,2025,1,17,ศุกร์,807779,779,79,699,961,448,477,23
2025-02-01,2025,2,1,เสาร์,558700,700,00,285,418,685,824,51
2025-02-16,2025,2,16,อาทิตย์,847377,377,77,268,613,001,652,50
2025-03-01,2025,3,1,เสาร์,818894,894,94,139,530,656,781,54
2025-03-16,2025,3,16,อาทิตย์,757563,563,63,595,927,309,457,32
2025-04-01,2025,4,1,อังคาร,669687,687,87,635,760,180,666,36
2025-04-16,2025,4,16,พุธ,266227,227,27,254,413,474,760,85
2025-05-02,2025,5,2,ศุกร์,213388,388,88,116,826,167,662,06
2025-05-16,2025,5,16,ศุกร์,251309,309,09,109,231,631,965,87
2025-06-01,2025,6,1,อาทิตย์,559352,352,52,134,349,044,307,20
2025-06-16,2025,6,16,จันทร์,507392,392,92,017,243,299,736,06
2025-07-01,2025,7,1,อังคาร,949246,246,46,169,680,261,918,91
2025-07-16,2025,7,16,พุธ,245324,324,24,171,995,084,336,26
2025-08-01,2025,8,1,ศุกร์,811852,852,52,142,525,512,891,50
2025-08-16,2025,8,16,เสาร์,994865,865,65,247,602,834,989,63
2025-09-01,2025,9,1,จันทร์,506356,356,56,012,131,022,209,31
2025-09-16,2025,9,16,อังคาร,074646,646,46,512,740,308,703,58
2025-10-01,2025,10,1,พุธ,876978,978,78,532,843,280,605,77
2025-10-16,2025,10,16,พฤหัสบดี,059696,696,96,531,955,476,889,61
2025-11-01,2025,11,1,เสาร์,345898,898,98,328,449,111,690,87
2025-11-16,2025,11,16,อาทิตย์,458145,145,45,242,602,239,389,37
2025-12-01,2025,12,1,จันทร์,461252,252,52,389,655,137,995,22
2025-12-16,2025,12,16,อังคาร,763895,895,95,176,431,014,449,52
2026-01-02,2026,1,2,ศุกร์,837706,706,06,347,694,288,765,16
2026-01-17,2026,1,17,เสาร์,878972,972,72,299,815,363,662,02
2026-02-01,2026,2,1,อาทิตย์,174629,629,29,195,917,041,408,48
2026-02-16,2026,2,16,จันทร์,340563,563,63,241,527,169,578,07
2026-03-01,2026,3,1,อาทิตย์,820866,866,66,054,479,068,837,06
2026-03-16,2026,3,16,จันทร์,833009,009,09,510,983,439,954,64
2026-04-01,2026,4,1,พุธ,292514,514,14,113,406,098,851,47
2026-04-16,2026,4,16,พฤหัสบดี,309612,612,12,108,355,424,868,77
2026-05-02,2026,5,2,เสาร์,536077,077,77,267,318,065,153,43
2026-05-16,2026,5,16,เสาร์,107387,387,87,091,298,602,716,08
2026-06-01,2026,6,1,จันทร์,173770,770,70,415,848,410,938,95
2026-06-16,2026,6,16,อังคาร,287184,184,84,434,758,007,721,48
